TITLE,Buffer pbs 50mM NaCl
DATA TYPE,
ORIGIN,JASCO
OWNER,
DATE,20/01/15
TIME,14:02:59
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.2
XUNITS,NANOMETERS
YUNITS,CD [mdeg]
Y2UNITS,HT [V]
FIRSTX,  260.0000
LASTX,  180.0000
NPOINTS,     401
FIRSTY,     0.24070
MAXY,    35.36341
MINY,   -46.56325
XYDATA
260.0000,0.2407,283.325
259.8000,0.439907,283.391
259.6000,0.368581,283.485
259.4000,0.420901,283.539
259.2000,0.295142,283.645
259.0000,0.440289,283.806
258.8000,0.278783,283.919
258.6000,0.112993,284.03
258.4000,0.272335,284.116
258.2000,-0.049735,284.207
258.0000,0.106594,284.262
257.8000,0.0823359,284.361
257.6000,0.116855,284.407
257.4000,0.204613,284.453
257.2000,0.251452,284.534
257.0000,0.605436,284.604
256.8000,0.58982,284.718
256.6000,0.625738,284.834
256.4000,0.662654,284.915
256.2000,0.651834,285.019
256.0000,0.495831,285.112
255.8000,0.394431,285.172
255.6000,0.250203,285.24
255.4000,0.121295,285.325
255.2000,0.311501,285.375
255.0000,0.129351,285.475
254.8000,0.298721,285.543
254.6000,0.200111,285.616
254.4000,0.370396,285.709
254.2000,0.793466,285.82
254.0000,0.755583,285.949
253.8000,0.647388,286.025
253.6000,0.59575,286.153
253.4000,0.366526,286.278
253.2000,0.424777,286.356
253.0000,0.313186,286.461
252.8000,0.0196008,286.539
252.6000,0.278529,286.612
252.4000,0.281124,286.691
252.2000,0.31709,286.762
252.0000,0.317814,286.819
251.8000,0.235944,286.885
251.6000,0.258443,286.988
251.4000,0.129858,287.046
251.2000,0.196988,287.14
251.0000,0.142943,287.198
250.8000,0.0895053,287.252
250.6000,0.281427,287.312
250.4000,0.314082,287.369
250.2000,0.453613,287.454
250.0000,0.356382,287.477
249.8000,0.510258,287.546
249.6000,0.410006,287.617
249.4000,0.0200265,287.628
249.2000,0.0856035,287.699
249.0000,0.0997486,287.783
248.8000,0.104176,287.842
248.6000,0.289418,287.923
248.4000,0.336806,287.995
248.2000,0.270537,288.011
248.0000,0.265647,288.035
247.8000,0.024587,288.089
247.6000,-0.00345807,288.171
247.4000,-0.126535,288.257
247.2000,0.0348469,288.358
247.0000,0.0484131,288.391
246.8000,0.201846,288.445
246.6000,0.248539,288.483
246.4000,-0.0334684,288.54
246.2000,0.0334495,288.619
246.0000,-0.119957,288.669
245.8000,-0.0801743,288.721
245.6000,0.0680608,288.797
245.4000,0.0428079,288.829
245.2000,0.111185,288.903
245.0000,0.0835567,289.005
244.8000,-0.0173927,289.043
244.6000,0.0455351,289.124
244.4000,-0.0180742,289.191
244.2000,0.191152,289.24
244.0000,0.266514,289.27
243.8000,0.401841,289.308
243.6000,0.451125,289.375
243.4000,0.419784,289.415
243.2000,0.640835,289.496
243.0000,0.422228,289.58
242.8000,0.399362,289.629
242.6000,0.3639,289.719
242.4000,0.215169,289.769
242.2000,0.38971,289.88
242.0000,0.480159,289.981
241.8000,0.278735,290.089
241.6000,0.00680776,290.232
241.4000,-0.118859,290.308
241.2000,-0.381242,290.399
241.0000,-0.388223,290.457
240.8000,-0.448276,290.527
240.6000,-0.337063,290.654
240.4000,-0.00534236,290.781
240.2000,0.155786,290.93
240.0000,0.371362,291.084
239.8000,0.234354,291.223
239.6000,0.2072,291.351
239.4000,0.0160084,291.488
239.2000,0.0241826,291.583
239.0000,0.103522,291.698
238.8000,0.107629,291.797
238.6000,0.0997222,291.918
238.4000,0.0774556,292.066
238.2000,0.0434097,292.199
238.0000,0.147139,292.348
237.8000,0.00138592,292.516
237.6000,0.144719,292.653
237.4000,0.189551,292.774
237.2000,0.101731,292.913
237.0000,-0.00240883,293.048
236.8000,0.0856035,293.167
236.6000,-0.160327,293.297
236.4000,-0.184931,293.462
236.2000,-0.0486964,293.586
236.0000,-0.248889,293.734
235.8000,-0.105335,293.945
235.6000,-0.032766,294.108
235.4000,0.0105315,294.282
235.2000,0.141788,294.412
235.0000,0.0794122,294.566
234.8000,0.0912152,294.737
234.6000,0.213214,294.886
234.4000,0.216644,295.065
234.2000,0.142354,295.271
234.0000,0.140735,295.403
233.8000,0.194996,295.615
233.6000,0.270371,295.75
233.4000,0.470739,295.901
233.2000,0.522958,296.105
233.0000,0.0834747,296.32
232.8000,0.0731138,296.511
232.6000,0.0871606,296.746
232.4000,0.121502,296.911
232.2000,0.351776,297.136
232.0000,0.309948,297.351
231.8000,0.453917,297.513
231.6000,0.155522,297.725
231.4000,0.146275,297.841
231.2000,0.120327,297.986
231.0000,-0.124135,298.128
230.8000,-0.361564,298.232
230.6000,-0.304254,298.357
230.4000,-0.200108,298.481
230.2000,-0.109725,298.577
230.0000,0.047304,298.66
229.8000,0.0867689,298.739
229.6000,-0.145967,298.874
229.4000,-0.0766707,299.064
229.2000,0.0259096,299.301
229.0000,0.0111887,299.591
228.8000,0.0609413,299.854
228.6000,-0.060767,300.093
228.4000,-0.331232,300.315
228.2000,-0.0646489,300.584
228.0000,0.187731,300.82
227.8000,0.325431,301.098
227.6000,0.3427,301.364
227.4000,0.314609,301.617
227.2000,-0.0565326,301.839
227.0000,-0.105032,302.015
226.8000,0.1725,302.137
226.6000,0.260351,302.212
226.4000,0.144996,302.324
226.2000,0.222028,302.518
226.0000,0.096743,302.724
225.8000,-0.0305356,302.918
225.6000,-0.047446,303.122
225.4000,0.105849,303.331
225.2000,0.111721,303.545
225.0000,0.0987648,303.773
224.8000,0.289576,303.986
224.6000,0.0617843,304.175
224.4000,-0.0359856,304.331
224.2000,-0.11124,304.481
224.0000,-0.187249,304.63
223.8000,-0.10844,304.845
223.6000,-0.0420633,305.065
223.4000,-0.037584,305.304
223.2000,-0.209896,305.523
223.0000,-0.117703,305.704
222.8000,0.022101,305.926
222.6000,0.405995,306.089
222.4000,0.32297,306.268
222.2000,0.279053,306.479
222.0000,0.191265,306.641
221.8000,-0.0187294,306.876
221.6000,0.0646806,307.065
221.4000,-0.0344546,307.245
221.2000,-0.0187732,307.425
221.0000,-0.14805,307.588
